Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary
49,Female,Salaried,Single,Graduate,1.0,Yes,No,No,100859,0.0,100859.0
53,Male,Salaried,Married,Post Graduate,0.0,Yes,No,Yes,40255,61601.0,101856.0
39,Female,Salaried,Single,Post Graduate,3.0,Yes,No,Yes,30082,28205.0,58287.0
22,Female,Salaried,Married,Graduate,4.0,No,Yes,Yes,92638,67597.0,160235.0
26,Male,Business,Married,Graduate,4.0,No,No,Yes,46867,91543.0,138410.0
41,Female,Business,Married,Graduate,0.0,No,No,Yes,113566,48349.0,161915.0
50,Female,Salaried,Single,Graduate,4.0,No,Yes,No,119156,0.0,119156.0
55,Female,Business,Single,Graduate,0.0,No,No,Yes,64187,67489.0,131676.0
25,Male,Salaried,Single,Graduate,0.0,No,No,No,62955,0.0,62955.0
42,Female,Salaried,Married,Graduate,0.0,No,No,No,89293,0.0,89293.0
57,Male,Business,Married,Graduate,2.0,No,No,No,46807,0.0,46807.0
41,Female,Business,Single,Graduate,2.0,Yes,Yes,Yes,44691,62008.0,106699.0
52,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,108159,58565.0,166724.0
53,Female,Salaried,Married,Graduate,0.0,No,No,Yes,45441,79378.0,124819.0
24,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,116662,31898.0,148560.0
47,Male,Business,Married,Post Graduate,4.0,No,Yes,Yes,62140,45660.0,107800.0
47,Female,Business,Single,Post Graduate,1.0,No,No,Yes,71375,76029.0,147404.0
45,Female,Salaried,Married,Graduate,4.0,No,Yes,No,59796,0.0,59796.0
54,Female,Business,Married,Post Graduate,3.0,Yes,Yes,Yes,113619,74513.0,188132.0
29,Male,Business,Single,Post Graduate,0.0,No,No,Yes,76902,34316.0,111218.0
58,Male,Business,Single,Graduate,4.0,No,No,Yes,95334,61977.0,157311.0
51,Female,Salaried,Married,Graduate,0.0,No,No,No,37359,0.0,37359.0
49,Male,Salaried,Married,Post Graduate,1.0,No,No,No,58910,0.0,58910.0
22,Male,Salaried,Single,Post Graduate,4.0,No,No,No,118386,0.0,118386.0
52,Female,Business,Married,Graduate,1.0,No,No,No,56532,0.0,56532.0
47,Female,Business,Married,Post Graduate,1.0,No,No,No,109314,0.0,109314.0
49,Male,Salaried,Married,Graduate,1.0,No,No,Yes,40663,57733.0,98396.0
35,Male,Business,Married,Graduate,0.0,No,No,Yes,45183,41109.0,86292.0
47,Male,Business,Married,Post Graduate,4.0,No,No,Yes,46213,86482.0,132695.0
27,Male,Salaried,Married,Graduate,4.0,Yes,No,Yes,66233,30231.0,96464.0
25,Female,Salaried,Married,Graduate,4.0,No,No,No,31524,0.0,31524.0
56,Male,Salaried,Single,Post Graduate,0.0,No,No,Yes,74122,92849.0,166971.0
32,Female,Salaried,Married,Graduate,2.0,No,No,Yes,104272,30057.0,134329.0
37,Female,Salaried,Married,Graduate,4.0,No,No,No,46729,0.0,46729.0
33,Female,Salaried,Married,Graduate,2.0,No,No,Yes,98402,79854.0,178256.0
35,Female,Business,Single,Post Graduate,4.0,No,No,Yes,44879,43603.0,88482.0
30,Male,Business,Married,Graduate,4.0,No,Yes,Yes,78407,83814.0,162221.0
33,Male,Business,Married,Graduate,1.0,No,Yes,No,51394,0.0,51394.0
38,Male,Business,Married,Post Graduate,1.0,No,No,Yes,70072,91321.0,161393.0
45,Female,Business,Married,Graduate,3.0,No,No,Yes,65921,29074.0,94995.0
39,Male,Business,Single,Post Graduate,1.0,No,Yes,No,61965,0.0,61965.0
40,Male,Business,Married,Post Graduate,2.0,No,No,Yes,98157,37879.0,136036.0
58,Male,Salaried,Single,Post Graduate,0.0,Yes,No,No,73324,0.0,73324.0
32,Male,Salaried,Single,Graduate,4.0,No,No,Yes,59274,91978.0,151252.0
23,Female,Salaried,Married,Graduate,0.0,No,No,No,65191,0.0,65191.0
53,Female,Salaried,Married,Graduate,3.0,No,Yes,No,103355,0.0,103355.0
22,Male,Salaried,Single,Graduate,2.0,Yes,No,No,41569,0.0,41569.0
45,Male,Salaried,Married,Graduate,4.0,No,Yes,No,65028,0.0,65028.0
31,Female,Business,Married,Graduate,4.0,No,No,No,73729,0.0,73729.0
57,Male,Business,Married,Graduate,1.0,No,No,Yes,110954,37699.0,148653.0
38,Female,Business,Single,Post Graduate,3.0,Yes,No,Yes,107252,92057.0,199309.0
29,Femal,Business,Married,Graduate,4.0,Yes,No,Yes,78718,48631.0,127349.0
50,Female,Salaried,Married,Graduate,3.0,No,Yes,Yes,89681,85150.0,174831.0
55,Male,Salaried,Married,Graduate,4.0,No,No,Yes,63977,65122.0,129099.0
25,Male,Salaried,Married,Graduate,3.0,No,No,Yes,34166,59912.0,94078.0
50,Male,Business,Married,Graduate,3.0,No,No,Yes,50099,65224.0,115323.0
22,Male,Salaried,Married,Graduate,2.0,No,No,Yes,94183,65594.0,159777.0
25,Female,Salaried,Single,Post Graduate,2.0,No,No,Yes,116123,89572.0,205695.0
54,Male,Salaried,Single,Graduate,1.0,No,No,Yes,32364,81293.0,113657.0
47,Male,Business,Single,Post Graduate,4.0,No,No,Yes,117558,62168.0,179726.0
43,Female,Business,Married,Graduate,3.0,No,No,Yes,112331,58385.0,170716.0
48,Male,Business,Single,Graduate,4.0,No,No,No,94050,0.0,94050.0
57,Female,Salaried,Single,Post Graduate,3.0,No,No,Yes,33019,27229.0,60248.0
57,Male,Salaried,Married,Graduate,0.0,No,No,Yes,103989,52944.0,156933.0
31,Male,Salaried,Married,Graduate,1.0,No,No,Yes,85968,80165.0,166133.0
26,,,Single,Graduate,,No,No,Yes,39793,,
46,Female,Business,Married,Graduate,1.0,No,No,No,100246,0.0,100246.0
22,Female,Business,Single,Post Graduate,0.0,No,No,No,59443,0.0,59443.0
58,Male,Salaried,Single,Graduate,0.0,No,No,No,102594,0.0,102594.0
31,Female,Salaried,Married,Graduate,1.0,No,Yes,Yes,113953,86439.0,200392.0
58,Femal,Salaried,Married,Graduate,2.0,No,No,Yes,94994,44258.0,139252.0
43,Male,Salaried,Married,Post Graduate,2.0,No,Yes,No,45010,0.0,45010.0
59,Male,Business,Single,Post Graduate,2.0,No,No,No,114879,0.0,114879.0
50,Female,Salaried,Married,Graduate,4.0,No,No,Yes,51100,71577.0,122677.0
53,Male,Salaried,Single,Post Graduate,3.0,No,No,No,36106,0.0,36106.0
45,Male,Salaried,Married,Graduate,2.0,No,No,No,85163,0.0,85163.0
58,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,64546,94190.0,158736.0
23,Male,Business,Single,Graduate,3.0,No,Yes,No,106522,0.0,106522.0
38,Male,Business,Married,Graduate,3.0,No,No,Yes,111297,33478.0,144775.0
47,Female,Salaried,Single,Graduate,0.0,No,No,No,36041,0.0,36041.0
36,Female,Salaried,Married,Graduate,4.0,No,No,Yes,98656,33654.0,132310.0
59,Male,Salaried,Married,Post Graduate,2.0,No,No,No,103756,0.0,103756.0
37,Female,Business,Married,Graduate,3.0,No,Yes,Yes,32859,39435.0,72294.0
53,Male,Salaried,Married,Graduate,2.0,No,No,No,84721,0.0,84721.0
45,Male,Salaried,Married,Graduate,2.0,No,No,Yes,42232,88613.0,130845.0
47,Male,Salaried,Single,Graduate,3.0,No,No,No,97148,0.0,97148.0
58,Male,Business,Single,Graduate,4.0,No,No,Yes,87872,33897.0,121769.0
32,,,Married,Post Graduate,,No,No,Yes,34829,,
34,Male,Business,Single,Post Graduate,3.0,No,No,Yes,111546,78734.0,190280.0
31,,,Married,Graduate,,No,No,No,116505,,
45,Male,Business,Married,Graduate,2.0,No,No,Yes,63496,82768.0,146264.0
31,Female,Salaried,Married,Graduate,2.0,No,No,No,72732,0.0,72732.0
43,Female,Salaried,Married,Post Graduate,3.0,No,No,Yes,104172,87891.0,192063.0
27,Male,Salaried,Married,Graduate,0.0,No,Yes,Yes,34873,36646.0,71519.0
53,Female,Business,Married,Graduate,4.0,Yes,No,Yes,105956,69200.0,175156.0
44,,,Married,Post Graduate,,Yes,No,No,93974,,
53,Male,Business,Married,Graduate,0.0,No,No,No,91208,0.0,91208.0
35,Male,Business,Married,Graduate,0.0,No,No,Yes,34944,34493.0,69437.0
41,Female,Salaried,Single,Post Graduate,1.0,Yes,Yes,No,60717,0.0,60717.0
26,Male,Business,Single,Graduate,2.0,No,No,No,59725,0.0,59725.0
40,Male,Business,Single,Graduate,4.0,Yes,No,No,90855,0.0,90855.0
35,Male,Salaried,Married,Post Graduate,4.0,No,No,No,64395,0.0,64395.0
45,Male,Business,Married,Post Graduate,1.0,No,No,No,45293,0.0,45293.0
56,Female,Business,Married,Graduate,3.0,Yes,No,Yes,84187,29300.0,113487.0
40,Male,Salaried,Single,Post Graduate,3.0,Yes,No,Yes,108181,54129.0,162310.0
40,Male,Salaried,Married,Post Graduate,1.0,Yes,No,No,32899,0.0,32899.0
39,Male,Salaried,Married,Graduate,4.0,No,No,No,38342,0.0,38342.0
54,Female,Business,Married,Graduate,0.0,Yes,No,Yes,111596,80764.0,192360.0
56,Male,Salaried,Married,Graduate,0.0,No,No,Yes,82924,29716.0,112640.0
45,Male,Business,Married,Graduate,1.0,No,No,No,103165,0.0,103165.0
52,Female,Salaried,Married,Graduate,0.0,No,No,No,54549,0.0,54549.0
29,Female,Salaried,Married,Graduate,0.0,No,No,No,45999,0.0,45999.0
28,Female,Business,Single,Graduate,4.0,Yes,No,Yes,55519,41061.0,96580.0
38,Female,Salaried,Married,Graduate,3.0,No,No,Yes,118965,64811.0,183776.0
47,Female,Salaried,Single,Graduate,0.0,No,Yes,No,36243,0.0,36243.0
43,Female,Business,Married,Graduate,0.0,No,No,No,94215,0.0,94215.0
33,Female,Salaried,Married,Post Graduate,2.0,No,No,No,107413,0.0,107413.0
55,Female,Salaried,Married,Post Graduate,3.0,Yes,Yes,Yes,108222,40861.0,149083.0
49,Male,Business,Married,Graduate,1.0,No,No,No,35367,0.0,35367.0
30,Female,Salaried,Married,Post Graduate,3.0,Yes,No,No,75530,0.0,75530.0
48,Female,Salaried,Married,Post Graduate,3.0,No,No,No,70310,0.0,70310.0
35,Male,Business,Single,Graduate,0.0,No,No,Yes,68840,43980.0,112820.0
57,Male,Salaried,Married,Graduate,0.0,No,No,No,112210,0.0,112210.0
25,Male,Salaried,Married,Post Graduate,1.0,Yes,No,Yes,112896,34178.0,147074.0
59,Male,Salaried,Married,Graduate,2.0,Yes,No,No,54255,0.0,54255.0
41,Female,Business,Single,Post Graduate,2.0,No,No,Yes,54827,28551.0,83378.0
44,Male,Salaried,Single,Graduate,2.0,Yes,No,No,97548,0.0,97548.0
54,Female,Salaried,Single,Post Graduate,2.0,No,No,Yes,86326,45247.0,131573.0
35,Female,Business,Married,Post Graduate,0.0,Yes,Yes,No,79159,0.0,79159.0
50,Female,Business,Single,Post Graduate,1.0,Yes,No,Yes,45719,35637.0,81356.0
57,Male,Salaried,Married,Graduate,3.0,No,No,No,118955,0.0,118955.0
43,Male,Business,Married,Graduate,3.0,Yes,Yes,No,89994,0.0,89994.0
34,Male,Salaried,Married,Post Graduate,1.0,No,No,No,78069,0.0,78069.0
33,Female,Salaried,Married,Graduate,2.0,Yes,No,No,88315,0.0,88315.0
45,Male,Business,Married,Post Graduate,3.0,No,No,No,41416,0.0,41416.0
30,Male,Salaried,Married,Post Graduate,0.0,No,Yes,Yes,80117,93613.0,173730.0
42,Female,Business,Married,Graduate,0.0,No,No,Yes,33110,65739.0,98849.0
56,Female,Salaried,Married,Post Graduate,1.0,No,No,No,119224,0.0,119224.0
33,Female,Salaried,Married,Graduate,0.0,No,No,Yes,54478,28258.0,82736.0
41,Female,Salaried,Married,Post Graduate,3.0,Yes,No,No,91326,0.0,91326.0
42,Male,Salaried,Single,Graduate,0.0,No,No,Yes,64920,33947.0,98867.0
36,Male,Salaried,Single,Graduate,0.0,No,No,Yes,63357,81303.0,144660.0
41,Male,Salaried,Married,Post Graduate,3.0,Yes,No,No,75429,0.0,75429.0
24,Male,Business,Married,Post Graduate,2.0,Yes,No,Yes,80304,91723.0,172027.0
32,Female,Salaried,Married,Graduate,1.0,No,No,Yes,109447,77976.0,187423.0
31,Male,Business,Married,Graduate,3.0,No,Yes,Yes,54821,41629.0,96450.0
23,Male,Salaried,Married,Graduate,4.0,No,No,Yes,37456,94103.0,131559.0
41,Female,Business,Single,Graduate,0.0,Yes,No,Yes,73369,35983.0,109352.0
23,Female,Salaried,Married,Graduate,2.0,Yes,No,Yes,73971,28297.0,102268.0
59,Female,Salaried,Single,Graduate,3.0,No,No,Yes,68687,27435.0,96122.0
33,Male,Salaried,Single,Graduate,0.0,No,No,Yes,108240,80127.0,188367.0
37,Female,Salaried,Married,Graduate,3.0,No,No,No,47763,0.0,47763.0
31,Male,Salaried,Married,Graduate,4.0,No,No,No,49965,0.0,49965.0
47,Female,Salaried,Married,Graduate,3.0,No,No,Yes,114041,43087.0,157128.0
41,Female,Salaried,Married,Post Graduate,3.0,Yes,No,Yes,64927,77664.0,142591.0
47,Female,Salaried,Married,Post Graduate,4.0,Yes,No,No,95816,0.0,95816.0
33,Male,Business,Married,Graduate,4.0,Yes,No,No,38417,0.0,38417.0
56,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,50323,93012.0,143335.0
48,Female,Salaried,Single,Graduate,1.0,No,No,Yes,49285,56668.0,105953.0
57,Male,Business,Married,Graduate,2.0,Yes,No,Yes,33681,32551.0,66232.0
39,Male,Salaried,Married,Post Graduate,3.0,No,No,No,38962,0.0,38962.0
44,Female,Salaried,Single,Graduate,1.0,Yes,No,Yes,59074,73573.0,132647.0
38,,,Married,Post Graduate,,Yes,No,No,93745,,
55,Female,Business,Married,Graduate,3.0,Yes,No,Yes,99811,72083.0,171894.0
44,Female,Salaried,Married,Graduate,0.0,No,No,Yes,33106,92170.0,125276.0
23,Female,Salaried,Single,Graduate,2.0,No,Yes,Yes,69827,85099.0,154926.0
22,Male,Salaried,Married,Post Graduate,3.0,No,No,No,95004,0.0,95004.0
38,Male,Salaried,Married,Post Graduate,0.0,No,No,No,48130,0.0,48130.0
48,Female,Salaried,Married,Graduate,4.0,No,No,No,70754,0.0,70754.0
44,Female,Business,Married,Graduate,3.0,Yes,No,No,37672,0.0,37672.0
40,Female,Salaried,Married,Graduate,3.0,No,No,No,46399,0.0,46399.0
47,Female,Business,Single,Post Graduate,1.0,Yes,No,Yes,72582,60099.0,132681.0
51,,,Married,Post Graduate,,Yes,No,No,113798,,
22,Female,Salaried,Married,Graduate,0.0,Yes,Yes,Yes,88133,27674.0,115807.0
31,Female,Salaried,Married,Graduate,3.0,No,No,No,92106,0.0,92106.0
24,Female,Business,Married,Graduate,3.0,No,Yes,Yes,108963,59850.0,168813.0
44,Female,Salaried,Single,Graduate,2.0,No,No,Yes,93228,65511.0,158739.0
41,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,79464,92553.0,172017.0
39,Female,Business,Married,Post Graduate,2.0,No,No,No,118759,0.0,118759.0
51,Female,Salaried,Married,Graduate,2.0,Yes,Yes,Yes,80246,27793.0,108039.0
38,Female,Salaried,Married,Graduate,4.0,No,No,Yes,117228,75428.0,192656.0
46,,,Single,Post Graduate,,No,No,Yes,33728,,
54,Male,Salaried,Married,Post Graduate,4.0,No,Yes,Yes,32004,27352.0,59356.0
29,Male,Business,Single,Graduate,4.0,Yes,No,Yes,71006,56109.0,127115.0
54,Male,Business,Married,Post Graduate,3.0,No,No,No,119515,0.0,119515.0
52,Male,Salaried,Married,Graduate,3.0,Yes,Yes,No,49192,0.0,49192.0
42,Male,Salaried,Married,Post Graduate,1.0,No,No,No,119019,0.0,119019.0
45,Female,Business,Married,Post Graduate,3.0,No,No,No,69687,0.0,69687.0
56,Female,Business,Married,Post Graduate,4.0,No,No,Yes,53376,44172.0,97548.0
27,Male,Business,Married,Graduate,1.0,No,No,Yes,33719,67782.0,101501.0
30,Male,Salaried,Married,Graduate,1.0,No,No,Yes,85627,83530.0,169157.0
53,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,70345,75595.0,145940.0
54,Male,Business,Single,Graduate,0.0,No,No,Yes,33919,92951.0,126870.0
42,Male,Business,Married,Post Graduate,4.0,No,No,Yes,32055,25013.0,57068.0
48,Female,Business,Single,Graduate,0.0,Yes,No,Yes,68975,89180.0,158155.0
42,Male,Salaried,Single,Graduate,2.0,No,No,No,31074,0.0,31074.0
49,Female,Salaried,Married,Graduate,0.0,Yes,No,No,85706,0.0,85706.0
26,Female,Salaried,Single,Post Graduate,1.0,No,No,Yes,97338,34365.0,131703.0
45,Male,Business,Married,Post Graduate,2.0,No,No,No,31804,0.0,31804.0
40,Female,Salaried,Single,Graduate,0.0,No,Yes,No,35687,0.0,35687.0
28,Female,Salaried,Married,Graduate,1.0,No,Yes,No,84693,0.0,84693.0
59,Male,Business,Married,Graduate,4.0,No,No,No,67046,0.0,67046.0
33,Male,Salaried,Married,Graduate,4.0,No,No,Yes,66295,67579.0,133874.0
24,Female,Salaried,Married,Graduate,2.0,No,No,Yes,113531,44971.0,158502.0
53,Female,Business,Married,Graduate,3.0,No,No,Yes,102597,37625.0,140222.0
44,Male,Business,Married,Graduate,2.0,No,Yes,Yes,38567,94197.0,132764.0
25,Femal,Salaried,Single,Graduate,2.0,No,No,No,52939,0.0,52939.0
25,Male,Business,Married,Graduate,2.0,No,No,Yes,54935,94699.0,149634.0
32,Female,Salaried,Married,Graduate,0.0,No,Yes,No,117479,0.0,117479.0
25,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,80473,74105.0,154578.0
51,,,Married,Post Graduate,,No,No,Yes,34953,,
43,Male,Business,Married,Post Graduate,1.0,No,No,No,60841,0.0,60841.0
38,Male,Business,Single,Graduate,4.0,Yes,No,Yes,110854,87962.0,198816.0
26,,,Married,Graduate,,Yes,Yes,No,73885,,
51,Male,Business,Single,Graduate,3.0,No,No,Yes,113084,50406.0,163490.0
27,Female,Business,Single,Post Graduate,3.0,No,No,No,80826,0.0,80826.0
24,,,Married,Post Graduate,,Yes,No,No,54449,,
55,Female,Salaried,Single,Post Graduate,2.0,No,Yes,No,87832,0.0,87832.0
32,Male,Salaried,Married,Graduate,4.0,No,No,Yes,94804,57307.0,152111.0
55,Male,Salaried,Married,Post Graduate,3.0,No,Yes,Yes,50537,45964.0,96501.0
59,Female,Business,Single,Graduate,3.0,No,No,No,30605,0.0,30605.0
42,Male,Salaried,Married,Post Graduate,0.0,Yes,Yes,No,40578,0.0,40578.0
37,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,84917,77908.0,162825.0
41,Male,Salaried,Married,Graduate,2.0,No,No,No,39565,0.0,39565.0
57,Male,Salaried,Married,Graduate,2.0,No,No,Yes,35081,65701.0,100782.0
44,Femal,Salaried,Single,Post Graduate,0.0,No,No,Yes,59036,45536.0,104572.0
33,Female,Salaried,Single,Post Graduate,3.0,No,No,No,42499,0.0,42499.0
46,Male,Business,Single,Post Graduate,4.0,No,No,Yes,76016,61240.0,137256.0
44,Male,Business,Single,Graduate,4.0,No,No,Yes,85296,61286.0,146582.0
58,Male,Business,Married,Post Graduate,2.0,No,No,Yes,63086,53498.0,116584.0
55,Male,Business,Single,Graduate,4.0,No,No,No,78598,0.0,78598.0
43,Male,Salaried,Married,Graduate,0.0,Yes,No,Yes,57922,91609.0,149531.0
50,Female,Salaried,Single,Post Graduate,2.0,No,No,Yes,112600,53321.0,165921.0
35,Male,Salaried,Single,Graduate,1.0,Yes,No,Yes,103239,79284.0,182523.0
31,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,102438,35522.0,137960.0
37,Male,Salaried,Single,Post Graduate,3.0,No,No,No,49501,0.0,49501.0
50,Male,Business,Married,Graduate,4.0,Yes,No,Yes,91417,52921.0,144338.0
43,Female,Business,Married,Post Graduate,2.0,No,No,Yes,76104,85600.0,161704.0
47,Female,Salaried,Married,Graduate,3.0,No,Yes,No,84702,0.0,84702.0
41,Female,Business,Married,Graduate,3.0,Yes,No,Yes,118738,29662.0,148400.0
40,Female,Business,Married,Graduate,3.0,Yes,Yes,No,94618,0.0,94618.0
52,Male,Business,Married,Post Graduate,2.0,No,No,No,97282,0.0,97282.0
59,Female,Salaried,Married,Graduate,1.0,No,No,Yes,83653,63651.0,147304.0
40,Male,Business,Single,Graduate,2.0,No,No,Yes,79572,83826.0,163398.0
33,Male,Salaried,Married,Graduate,4.0,Yes,No,Yes,113707,48863.0,162570.0
55,Male,Salaried,Married,Post Graduate,1.0,No,Yes,No,89657,0.0,89657.0
51,Male,Business,Married,Graduate,3.0,No,No,No,68927,0.0,68927.0
24,Male,Salaried,Married,Graduate,2.0,No,No,Yes,119890,70430.0,190320.0
22,Female,Salaried,Single,Graduate,0.0,No,No,Yes,72706,38887.0,111593.0
36,Female,Salaried,Single,Graduate,3.0,No,No,No,76753,0.0,76753.0
23,Female,Salaried,Married,Post Graduate,1.0,No,No,No,99501,0.0,99501.0
51,Female,Salaried,Married,Graduate,3.0,No,No,Yes,85005,87049.0,172054.0
22,Male,Salaried,Single,Graduate,1.0,No,No,Yes,76527,92784.0,169311.0
33,Male,Salaried,Married,Graduate,0.0,No,Yes,No,89799,0.0,89799.0
30,Male,Business,Married,Graduate,0.0,No,Yes,Yes,61446,90376.0,151822.0
37,Female,Business,Married,Post Graduate,4.0,No,No,Yes,89404,76584.0,165988.0
44,Male,Business,Single,Graduate,4.0,Yes,No,Yes,87934,36875.0,124809.0
25,Male,Business,Single,Post Graduate,2.0,No,Yes,No,118237,0.0,118237.0
24,Male,Salaried,Married,Graduate,4.0,Yes,No,Yes,62408,49003.0,111411.0
38,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,102795,44414.0,147209.0
47,Female,Business,Married,Post Graduate,0.0,No,No,No,110532,0.0,110532.0
58,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,105004,78466.0,183470.0
46,,,Married,Graduate,,No,No,Yes,85495,,
55,Male,Salaried,Single,Post Graduate,0.0,No,No,Yes,73575,63694.0,137269.0
43,Female,Salaried,Single,Graduate,0.0,No,No,Yes,63742,82554.0,146296.0
44,Female,Business,Married,Post Graduate,2.0,No,Yes,No,86968,0.0,86968.0
58,Female,Salaried,Married,Graduate,1.0,No,No,Yes,97271,92384.0,189655.0
49,Female,Business,Married,Post Graduate,0.0,No,No,No,57710,0.0,57710.0
36,Male,Business,Single,Post Graduate,0.0,No,No,Yes,100290,37805.0,138095.0
42,Male,Salaried,Single,Post Graduate,0.0,No,No,No,111824,0.0,111824.0
34,Female,Salaried,Married,Graduate,1.0,No,No,Yes,45508,79139.0,124647.0
37,,,Single,Graduate,,Yes,No,Yes,82658,,
25,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,118297,93768.0,212065.0
27,Male,Salaried,Married,Graduate,0.0,No,No,Yes,96864,66717.0,163581.0
48,Male,Salaried,Single,Graduate,0.0,No,No,Yes,93978,91008.0,184986.0
35,Female,Salaried,Single,Graduate,2.0,No,Yes,Yes,112209,76523.0,188732.0
24,Femal,Business,Married,Post Graduate,0.0,No,No,Yes,97144,94976.0,192120.0
40,Male,Business,Single,Graduate,4.0,No,No,No,100603,0.0,100603.0
50,Male,Salaried,Single,Graduate,0.0,No,No,Yes,32995,33480.0,66475.0
38,Male,Salaried,Married,Graduate,0.0,Yes,Yes,Yes,109828,49379.0,159207.0
28,Female,Salaried,Single,Graduate,4.0,No,No,No,33428,0.0,33428.0
53,Male,Business,Married,Graduate,4.0,Yes,No,Yes,83633,36350.0,119983.0
54,Male,Business,Single,Post Graduate,0.0,Yes,No,No,75557,0.0,75557.0
22,,,Married,Graduate,,No,No,No,43993,,
50,Male,Business,Married,Graduate,0.0,Yes,Yes,No,94101,0.0,94101.0
30,Female,Business,Married,Graduate,1.0,No,Yes,No,108463,0.0,108463.0
49,Male,Salaried,Single,Post Graduate,3.0,No,No,Yes,41634,85645.0,127279.0
48,Female,Salaried,Single,Graduate,4.0,No,No,Yes,101422,52840.0,154262.0
30,Male,Salaried,Married,Graduate,2.0,Yes,No,No,47121,0.0,47121.0
27,Male,Salaried,Married,Post Graduate,3.0,No,No,No,100130,0.0,100130.0
52,Male,Business,Married,Graduate,2.0,No,No,No,91559,0.0,91559.0
34,Female,Business,Married,Graduate,4.0,No,No,Yes,113644,30227.0,143871.0
30,Male,Salaried,Single,Post Graduate,1.0,Yes,No,Yes,66317,62045.0,128362.0
35,,,Married,Post Graduate,,No,No,Yes,79730,,
49,Female,Business,Married,Graduate,1.0,Yes,No,No,110437,0.0,110437.0
33,Female,Salaried,Single,Graduate,4.0,No,No,Yes,43512,86762.0,130274.0
56,Female,Salaried,Married,Post Graduate,2.0,Yes,No,Yes,42076,41745.0,83821.0
36,,,Married,Graduate,,No,No,Yes,117720,,
52,Female,Business,Single,Graduate,0.0,Yes,No,No,31426,0.0,31426.0
45,Male,Salaried,Married,Graduate,4.0,No,No,Yes,45378,48679.0,94057.0
44,Female,Salaried,Married,Graduate,1.0,No,No,Yes,107796,94346.0,202142.0
37,Male,Business,Single,Graduate,3.0,No,No,No,56167,0.0,56167.0
38,Female,Salaried,Married,Graduate,2.0,No,Yes,Yes,105531,47203.0,152734.0
35,Female,Business,Married,Graduate,1.0,No,No,Yes,33856,28924.0,62780.0
48,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,63243,31001.0,94244.0
49,Female,Business,Married,Graduate,1.0,No,No,Yes,102451,55779.0,158230.0
45,Male,Salaried,Single,Graduate,0.0,No,No,Yes,73233,84374.0,157607.0
53,Female,Business,Married,Post Graduate,1.0,No,No,No,98282,0.0,98282.0
